,city,city_ascii,state_id,state_name,lat,lng,population,density,timezone,id
8041,Mora,Mora,MN,Minnesota,45.8768,-93.2914,3519,263.0,America/Chicago,1840007765
8042,Helena Valley Northeast,Helena Valley Northeast,MT,Montana,46.6974,-111.9428,3519,25.0,America/Denver,1840074061
8043,Roselawn,Roselawn,IN,Indiana,41.1535,-87.2881,3519,168.0,America/Chicago,1840005175
8044,Pittsboro,Pittsboro,IN,Indiana,39.8705,-86.4654,3518,365.0,America/Indiana/Indianapolis,1840010578
8045,Mountain View,Mountain View,HI,Hawaii,19.5366,-155.159,3517,24.0,Pacific/Honolulu,1840029529
8046,Teague,Teague,TX,Texas,31.6296,-96.2802,3517,268.0,America/Chicago,1840022134
8047,Lawrenceville,Lawrenceville,NJ,New Jersey,40.3018,-74.7378,3515,1302.0,America/New_York,1840005473
8048,Wadsworth,Wadsworth,IL,Illinois,42.4448,-87.9202,3515,137.0,America/Chicago,1840011183
8049,Rayville,Rayville,LA,Louisiana,32.4707,-91.7576,3515,587.0,America/Chicago,1840018088
8050,Montura,Montura,FL,Florida,26.6428,-81.0937,3514,60.0,America/New_York,1840039004
8051,Naples,Naples,UT,Utah,40.4317,-109.4913,3512,205.0,America/Denver,1840020160
8052,Scissors,Scissors,TX,Texas,26.1333,-98.0475,3511,850.0,America/Chicago,1840036333
8053,Valhalla,Valhalla,NY,New York,41.0773,-73.7778,3511,1634.0,America/New_York,1840033975
8054,Two Harbors,Two Harbors,MN,Minnesota,47.0302,-91.6752,3511,414.0,America/Chicago,1840009960
8055,Monte Sereno,Monte Sereno,CA,California,37.2405,-121.9881,3511,830.0,America/Los_Angeles,1840020330
8056,Gunnison,Gunnison,UT,Utah,39.1569,-111.8135,3511,283.0,America/Denver,1840037159
8057,Squaw Valley,Squaw Valley,CA,California,36.6997,-119.1995,3511,21.0,America/Los_Angeles,1840018940
8058,Robins,Robins,IA,Iowa,42.08,-91.6763,3510,226.0,America/Chicago,1840009148
8059,St. James City,St. James City,FL,Florida,26.5506,-82.0979,3510,92.0,America/New_York,1840014211
8060,Pajaro,Pajaro,CA,California,36.9017,-121.7417,3509,1461.0,America/Los_Angeles,1840019019
8061,Mission Hills,Mission Hills,CA,California,34.6861,-120.4404,3509,1120.0,America/Los_Angeles,1840028388
8062,Bridgeville,Bridgeville,DE,Delaware,38.7251,-75.6029,3508,280.0,America/New_York,1840006075
8063,Meadow Vista,Meadow Vista,CA,California,39.0029,-121.0303,3508,256.0,America/Los_Angeles,1840018815
8064,Willcox,Willcox,AZ,Arizona,32.2515,-109.8359,3507,220.0,America/Phoenix,1840022105
8065,St. Johns,St. Johns,AZ,Arizona,34.5018,-109.3784,3507,52.0,America/Phoenix,1840021622
8066,Perham,Perham,MN,Minnesota,46.5999,-95.5771,3506,378.0,America/Chicago,1840008852
8067,Holden Heights,Holden Heights,FL,Florida,28.5013,-81.3878,3506,1319.0,America/New_York,1840029043
8068,Montrose,Montrose,MN,Minnesota,45.0669,-93.9203,3505,439.0,America/Chicago,1840007796
8069,Etowah,Etowah,TN,Tennessee,35.3381,-84.5282,3505,478.0,America/New_York,1840013430
8070,Valley Green,Valley Green,PA,Pennsylvania,40.1567,-76.7947,3504,968.0,America/New_York,1840035440
8071,Lavon,Lavon,TX,Texas,33.0252,-96.4381,3504,444.0,America/Chicago,1840020664
8072,Lyons,Lyons,KS,Kansas,38.3462,-98.2045,3504,523.0,America/Chicago,1840001662
8073,Red Bud,Red Bud,IL,Illinois,38.2096,-89.9989,3504,515.0,America/Chicago,1840009841
8074,Broken Bow,Broken Bow,NE,Nebraska,41.4051,-99.6408,3503,670.0,America/Chicago,1840003347
8075,Pelham,Pelham,GA,Georgia,31.1267,-84.1515,3502,331.0,America/New_York,1840014967
8076,Port St. Joe,Port St. Joe,FL,Florida,29.8274,-85.3075,3502,144.0,America/New_York,1840015048
8077,Yuma,Yuma,CO,Colorado,40.1235,-102.7161,3500,426.0,America/Denver,1840021413
8078,Park City,Park City,TN,Tennessee,35.0782,-86.5834,3500,247.0,America/Chicago,1840024961
8079,Cedar Grove,Cedar Grove,FL,Florida,30.1812,-85.6268,3499,513.0,America/Chicago,1840027022
8080,Canton,Canton,SD,South Dakota,43.3032,-96.5848,3499,413.0,America/Chicago,1840002843
8081,Hot Springs,Hot Springs,SD,South Dakota,43.4195,-103.4657,3498,311.0,America/Denver,1840002868
8082,Brimfield,Brimfield,OH,Ohio,41.0941,-81.3482,3498,339.0,America/New_York,1840004957
8083,Beloit,Beloit,KS,Kansas,39.4645,-98.1082,3497,344.0,America/Chicago,1840001588
8084,Windermere,Windermere,FL,Florida,28.5028,-81.5377,3497,698.0,America/New_York,1840017238
8085,Bloomer,Bloomer,WI,Wisconsin,45.1033,-91.4915,3495,457.0,America/Chicago,1840002106
8086,Auburn Lake Trails,Auburn Lake Trails,CA,California,38.8916,-120.9849,3495,106.0,America/Los_Angeles,1840028321
8087,Agua Dulce,Agua Dulce,CA,California,34.5044,-118.316,3494,59.0,America/Los_Angeles,1840022825
8088,Mississippi State,Mississippi State,MS,Mississippi,33.4516,-88.7912,3494,576.0,America/Chicago,1840042497
8089,Wrightstown,Wrightstown,WI,Wisconsin,44.3263,-88.1756,3494,312.0,America/Chicago,1840002343
8090,Mifflinburg,Mifflinburg,PA,Pennsylvania,40.9202,-77.0465,3493,747.0,America/New_York,1840003532
8091,Gibbstown,Gibbstown,NJ,New Jersey,39.8233,-75.2782,3493,820.0,America/New_York,1840005564
8092,West End-Cobb Town,West End-Cobb Town,AL,Alabama,33.6526,-85.8741,3492,327.0,America/Chicago,1840073855
8093,Kensington Park,Kensington Park,FL,Florida,27.3578,-82.4942,3492,1394.0,America/New_York,1840029046
8094,Pulaski,Pulaski,WI,Wisconsin,44.6684,-88.2351,3492,475.0,America/Chicago,1840002349
8095,Brookland,Brookland,AR,Arkansas,35.8991,-90.5767,3491,172.0,America/Chicago,1840015370
8096,Llano,Llano,TX,Texas,30.7509,-98.6763,3490,255.0,America/Chicago,1840020873
8097,Bunk Foss,Bunk Foss,WA,Washington,47.9618,-122.0944,3488,346.0,America/Los_Angeles,1840041912
8098,Narragansett Pier,Narragansett Pier,RI,Rhode Island,41.4281,-71.4668,3487,377.0,America/New_York,1840003366
8099,Pemberwick,Pemberwick,CT,Connecticut,41.0225,-73.6564,3487,1990.0,America/New_York,1840026285
8100,Gooding,Gooding,ID,Idaho,42.9373,-114.7134,3487,886.0,America/Boise,1840020063
8101,Rexland Acres,Rexland Acres,CA,California,35.3051,-118.997,3487,2590.0,America/Los_Angeles,1840147392
8102,East Basin,East Basin,UT,Utah,40.7359,-111.4708,3486,149.0,America/Denver,1840142115
8103,Loyalhanna,Loyalhanna,PA,Pennsylvania,40.3144,-79.356,3486,571.0,America/New_York,1840026436
8104,McCall,McCall,ID,Idaho,44.9076,-116.1124,3485,148.0,America/Boise,1840019964
8105,Locust Valley,Locust Valley,NY,New York,40.8783,-73.5884,3485,1484.0,America/New_York,1840005272
8106,Blackshear,Blackshear,GA,Georgia,31.2954,-82.2453,3484,265.0,America/New_York,1840013870
8107,Venice Gardens,Venice Gardens,FL,Florida,27.0739,-82.4125,3484,1454.0,America/New_York,1840014182
8108,York Harbor,York Harbor,ME,Maine,43.1435,-70.649,3484,419.0,America/New_York,1840002677
8109,Hilltop,Hilltop,SC,South Carolina,34.9755,-81.9586,3483,736.0,America/New_York,1840107603
8110,Rosita,Rosita,TX,Texas,28.6244,-100.4287,3483,171.0,America/Chicago,1840073268
8111,Celada,Celada,PR,Puerto Rico,18.2667,-65.9621,3483,2011.0,America/Puerto_Rico,1630023584
8112,Sauk City,Sauk City,WI,Wisconsin,43.2722,-89.7312,3481,872.0,America/Chicago,1840002729
8113,Melody Hill,Melody Hill,IN,Indiana,38.024,-87.512,3481,982.0,America/Chicago,1840006310
8114,Oakhurst,Oakhurst,NJ,New Jersey,40.2607,-74.0263,3480,834.0,America/New_York,1840005445
8115,Desert Edge,Desert Edge,CA,California,33.9223,-116.4401,3480,592.0,America/Los_Angeles,1840022907
8116,Kane,Kane,PA,Pennsylvania,41.6631,-78.8094,3479,858.0,America/New_York,1840000525
8117,Old Stine,Old Stine,CA,California,35.3478,-119.047,3477,2176.0,America/Los_Angeles,1840147390
8118,Delshire,Delshire,OH,Ohio,39.0884,-84.5949,3476,1902.0,America/New_York,1840042360
8119,Forsyth,Forsyth,IL,Illinois,39.9259,-88.9641,3474,428.0,America/Chicago,1840012428
8120,Black River Falls,Black River Falls,WI,Wisconsin,44.2981,-90.842,3473,320.0,America/Chicago,1840002397
8121,Linwood,Linwood,PA,Pennsylvania,39.8254,-75.4253,3473,2064.0,America/New_York,1840035067
8122,East Richmond Heights,East Richmond Heights,CA,California,37.945,-122.314,3473,2312.0,America/Los_Angeles,1840028372
8123,Sissonville,Sissonville,WV,West Virginia,38.5042,-81.6398,3472,105.0,America/New_York,1840006195
8124,Marianna,Marianna,AR,Arkansas,34.7736,-90.7674,3472,370.0,America/Chicago,1840015534
8125,Frazer,Frazer,PA,Pennsylvania,40.0374,-75.556,3472,633.0,America/New_York,1840153033
8126,Mount Pleasant,Mount Pleasant,UT,Utah,39.5406,-111.456,3471,457.0,America/Denver,1840020208
8127,Cuthbert,Cuthbert,GA,Georgia,31.7713,-84.794,3470,439.0,America/New_York,1840014939
8128,Gothenburg,Gothenburg,NE,Nebraska,40.9242,-100.154,3469,368.0,America/Chicago,1840008284
8129,Rochester,Rochester,PA,Pennsylvania,40.7025,-80.2838,3468,2276.0,America/New_York,1840001008
8130,Shady Spring,Shady Spring,WV,West Virginia,37.7032,-81.0914,3467,215.0,America/New_York,1840006348
8131,Feather Sound,Feather Sound,FL,Florida,27.9061,-82.6813,3466,473.0,America/New_York,1840029034
8132,Union Springs,Union Springs,AL,Alabama,32.1395,-85.7141,3465,201.0,America/Chicago,1840004415
8133,Fairchild AFB,Fairchild AFB,WA,Washington,47.6187,-117.6484,3464,201.0,America/Los_Angeles,1840073916
8134,Riverton,Riverton,IL,Illinois,39.8456,-89.5363,3464,428.0,America/Chicago,1840012448
8135,Marietta-Alderwood,Marietta-Alderwood,WA,Washington,48.7934,-122.5573,3463,229.0,America/Los_Angeles,1840073928
8136,Poteet,Poteet,TX,Texas,29.0373,-98.5728,3462,771.0,America/Chicago,1840020989
8137,High Bridge,High Bridge,NJ,New Jersey,40.6684,-74.894,3460,558.0,America/New_York,1840003609
8138,Trevose,Trevose,PA,Pennsylvania,40.1509,-74.982,3460,1891.0,America/New_York,1840024296
8139,Hobart,Hobart,OK,Oklahoma,35.0246,-99.0875,3460,397.0,America/Chicago,1840020465
8140,Seymour,Seymour,WI,Wisconsin,44.5142,-88.3271,3459,496.0,America/Chicago,1840002410
8141,Wilkesboro,Wilkesboro,NC,North Carolina,36.1424,-81.174,3457,211.0,America/New_York,1840016093
8142,Pawhuska,Pawhuska,OK,Oklahoma,36.6687,-96.3313,3456,361.0,America/Chicago,1840020339
8143,Gravette,Gravette,AR,Arkansas,36.4291,-94.3712,3456,87.0,America/Chicago,1840013318
8144,Elm Creek,Elm Creek,TX,Texas,28.7783,-100.491,3455,471.0,America/Chicago,1840037046
8145,Ringgold,Ringgold,GA,Georgia,34.9136,-85.1215,3454,265.0,America/New_York,1840014652
8146,Sheridan,Sheridan,IN,Indiana,40.132,-86.2198,3454,643.0,America/Indiana/Indianapolis,1840010499
8147,Heflin,Heflin,AL,Alabama,33.647,-85.5698,3453,82.0,America/Chicago,1840007380
8148,Sabana Hoyos,Sabana Hoyos,PR,Puerto Rico,18.4213,-66.6084,3453,512.0,America/Puerto_Rico,1630035568
8149,Zumbrota,Zumbrota,MN,Minnesota,44.295,-92.6736,3452,472.0,America/Chicago,1840000306
8150,Golden Grove,Golden Grove,SC,South Carolina,34.7324,-82.4407,3449,230.0,America/New_York,1840013493
8151,Dewey,Dewey,OK,Oklahoma,36.7913,-95.9328,3448,472.0,America/Chicago,1840018978
8152,Myrtle Creek,Myrtle Creek,OR,Oregon,43.0227,-123.2812,3447,532.0,America/Los_Angeles,1840020035
8153,Minoa,Minoa,NY,New York,43.0742,-76.0083,3447,1007.0,America/New_York,1840004325
8154,Blissfield,Blissfield,MI,Michigan,41.8311,-83.8635,3447,600.0,America/Detroit,1840011371
8155,Middleville,Middleville,MI,Michigan,42.7138,-85.4693,3447,573.0,America/Detroit,1840011089
8156,Cape May,Cape May,NJ,New Jersey,38.9409,-74.9042,3446,537.0,America/New_York,1840001594
8157,Red Oak,Red Oak,NC,North Carolina,36.0415,-77.9064,3446,68.0,America/New_York,1840017745
8158,Malvern,Malvern,PA,Pennsylvania,40.0329,-75.5146,3445,1055.0,America/New_York,1840001429
8159,Woodstown,Woodstown,NJ,New Jersey,39.6503,-75.3251,3445,844.0,America/New_York,1840001531
8160,Mariemont,Mariemont,OH,Ohio,39.1429,-84.3783,3445,1488.0,America/New_York,1840001606
8161,Virden,Virden,IL,Illinois,39.506,-89.7711,3444,703.0,America/Chicago,1840010647
8162,Bullard,Bullard,TX,Texas,32.1451,-95.3196,3444,397.0,America/Chicago,1840022074
8163,Park View,Park View,IA,Iowa,41.6953,-90.5394,3444,900.0,America/Chicago,1840004813
8164,Brentwood,Brentwood,MD,Maryland,38.9439,-76.9571,3443,2793.1,America/New_York,1840005982
8165,Central Park,Central Park,WA,Washington,46.9705,-123.7018,3442,377.0,America/Los_Angeles,1840017358
8166,Mount Gilead,Mount Gilead,OH,Ohio,40.5532,-82.828,3439,392.0,America/New_York,1840012024
8167,Locust,Locust,NC,North Carolina,35.2688,-80.4369,3439,163.0,America/New_York,1840015437
8168,Altavista,Altavista,VA,Virginia,37.1235,-79.2856,3439,258.0,America/New_York,1840006438
8169,Lockland,Lockland,OH,Ohio,39.2279,-84.4565,3439,1089.0,America/New_York,1840003823
8170,Lake Lakengren,Lake Lakengren,OH,Ohio,39.6894,-84.69,3437,464.0,America/New_York,1840034397
8171,Moss Beach,Moss Beach,CA,California,37.5184,-122.5036,3436,590.0,America/Los_Angeles,1840018923
8172,Piney Point Village,Piney Point Village,TX,Texas,29.7588,-95.5156,3435,622.0,America/Chicago,1840020931
8173,Humboldt Hill,Humboldt Hill,CA,California,40.7219,-124.1987,3435,319.0,America/Los_Angeles,1840028380
8174,Salunga,Salunga,PA,Pennsylvania,40.0929,-76.4279,3433,736.0,America/New_York,1840035185
8175,Tutwiler,Tutwiler,MS,Mississippi,34.0172,-90.4333,3433,478.0,America/Chicago,1840016741
8176,Six Mile Run,Six Mile Run,NJ,New Jersey,40.473,-74.5334,3432,177.0,America/New_York,1840039968
8177,Plymouth,Plymouth,NC,North Carolina,35.8588,-76.7487,3432,328.0,America/New_York,1840016242
8178,Le Roy,Le Roy,IL,Illinois,40.3395,-88.7628,3429,550.0,America/Chicago,1840008325
8179,Hominy,Hominy,OK,Oklahoma,36.4219,-96.393,3428,673.0,America/Chicago,1840020338
8180,Montrose,Montrose,NY,New York,41.2425,-73.9424,3428,816.0,America/New_York,1840024180
8181,Ocala Estates,Ocala Estates,FL,Florida,29.2018,-82.3098,3427,1356.0,America/New_York,1840142110
8182,Cedar Creek,Cedar Creek,TX,Texas,30.0811,-97.518,3427,73.0,America/Chicago,1840036197
8183,Clifton,Clifton,TX,Texas,31.7822,-97.5824,3427,645.0,America/Chicago,1840019512
8184,Freeland,Freeland,PA,Pennsylvania,41.0212,-75.8963,3427,1959.0,America/New_York,1840000751
8185,Carrollton,Carrollton,MO,Missouri,39.3636,-93.4955,3427,317.0,America/Chicago,1840007333
8186,Houston,Houston,MS,Mississippi,33.8963,-89.0031,3426,179.0,America/Chicago,1840014760
8187,Vicksburg,Vicksburg,MI,Michigan,42.1185,-85.5413,3425,451.0,America/Detroit,1840011213
8188,Elizabethtown,Elizabethtown,NC,North Carolina,34.6219,-78.6074,3424,260.0,America/New_York,1840016564
8189,Riverside,Riverside,MO,Missouri,39.1703,-94.6306,3422,239.0,America/Chicago,1840009593
8190,Windsor,Windsor,NC,North Carolina,35.9928,-76.9401,3422,469.0,America/New_York,1840016150
8191,Benton City,Benton City,WA,Washington,46.2622,-119.4812,3422,535.0,America/Los_Angeles,1840018480
8192,Germantown Hills,Germantown Hills,IL,Illinois,40.7711,-89.4669,3421,807.0,America/Chicago,1840011943
8193,Annandale,Annandale,MN,Minnesota,45.2599,-94.1205,3420,438.0,America/Chicago,1840006707
8194,Wynantskill,Wynantskill,NY,New York,42.6879,-73.6449,3420,386.0,America/New_York,1840004435
8195,Morada,Morada,CA,California,38.0386,-121.2456,3419,442.0,America/Los_Angeles,1840028389
8196,Hanover,Hanover,IN,Indiana,38.7133,-85.4725,3418,594.0,America/Indiana/Indianapolis,1840013778
8197,Morganfield,Morganfield,KY,Kentucky,37.6869,-87.8878,3416,468.0,America/Chicago,1840014342
8198,Bajadero,Bajadero,PR,Puerto Rico,18.4245,-66.6765,3416,645.0,America/Puerto_Rico,1630035615
8199,Paw Paw,Paw Paw,MI,Michigan,42.2148,-85.8919,3416,494.0,America/Detroit,1840011208
8200,Hidden Springs,Hidden Springs,ID,Idaho,43.7201,-116.2508,3416,500.0,America/Boise,1840042421
8201,Angwin,Angwin,CA,California,38.5776,-122.4513,3415,273.0,America/Los_Angeles,1840017570
8202,Day Valley,Day Valley,CA,California,37.0255,-121.8559,3414,71.0,America/Los_Angeles,1840028365
8203,Johnston City,Johnston City,IL,Illinois,37.8214,-88.929,3414,622.0,America/Chicago,1840008713
8204,Hanover,Hanover,MN,Minnesota,45.1579,-93.6634,3414,240.0,America/Chicago,1840006708
8205,West Liberty,West Liberty,KY,Kentucky,37.9161,-83.2668,3414,268.0,America/New_York,1840015215
8206,Maiden,Maiden,NC,North Carolina,35.5845,-81.224,3413,226.0,America/New_York,1840016281
8207,New Hampton,New Hampton,IA,Iowa,43.0563,-92.3153,3413,393.0,America/Chicago,1840007998
8208,Three Lakes,Three Lakes,WA,Washington,47.942,-121.9924,3411,112.0,America/Los_Angeles,1840018375
8209,Dillonvale,Dillonvale,OH,Ohio,39.2173,-84.4031,3411,1476.0,America/New_York,1840146897
8210,Smithville-Sanders,Smithville-Sanders,IN,Indiana,39.0597,-86.5108,3411,122.0,America/Indiana/Indianapolis,1840039288
8211,Eagle Grove,Eagle Grove,IA,Iowa,42.6662,-93.9024,3410,323.0,America/Chicago,1840008032
8212,Alma,Alma,GA,Georgia,31.5432,-82.4745,3409,216.0,America/New_York,1840013863
8213,Minden,Minden,NV,Nevada,38.9632,-119.7683,3409,355.0,America/Los_Angeles,1840018826
8214,Abernathy,Abernathy,TX,Texas,33.842,-101.8162,3408,410.0,America/Chicago,1840019272
8215,Vineyards,Vineyards,FL,Florida,26.2279,-81.728,3407,672.0,America/New_York,1840029014
8216,Loyola,Loyola,CA,California,37.3503,-122.0979,3404,945.0,America/Los_Angeles,1840028385
8217,Jasper,Jasper,TN,Tennessee,35.0663,-85.6227,3404,133.0,America/Chicago,1840016428
8218,Paris,Paris,AR,Arkansas,35.2894,-93.7252,3403,287.0,America/Chicago,1840014586
8219,Acushnet Center,Acushnet Center,MA,Massachusetts,41.685,-70.9064,3403,928.0,America/New_York,1840073388
8220,Haworth,Haworth,NJ,New Jersey,40.9622,-73.9976,3400,677.0,America/New_York,1840003559
8221,Jena,Jena,LA,Louisiana,31.6914,-92.1298,3400,238.0,America/Chicago,1840017057
8222,Karnes City,Karnes City,TX,Texas,28.8858,-97.9002,3398,573.0,America/Chicago,1840019683
8223,Frontenac,Frontenac,KS,Kansas,37.4581,-94.7012,3398,251.0,America/Chicago,1840001695
8224,North Great River,North Great River,NY,New York,40.7599,-73.168,3396,557.0,America/New_York,1840005057
8225,Newcastle,Newcastle,WY,Wyoming,43.851,-104.2123,3395,511.0,America/Denver,1840020012
8226,Kenedy,Kenedy,TX,Texas,28.8176,-97.8518,3394,357.0,America/Chicago,1840019684
8227,Clayton,Clayton,DE,Delaware,39.2849,-75.6366,3393,672.0,America/New_York,1840005815
8228,Tipton,Tipton,CA,California,36.0572,-119.3135,3391,758.0,America/Los_Angeles,1840019039
8229,West Sand Lake,West Sand Lake,NY,New York,42.6402,-73.6033,3391,274.0,America/New_York,1840004434
8230,Barrett,Barrett,TX,Texas,29.8671,-95.0537,3389,204.0,America/Chicago,1840018252
8231,Rio Dell,Rio Dell,CA,California,40.5023,-124.1105,3388,573.0,America/Los_Angeles,1840020127
8232,Mayfield,Mayfield,OH,Ohio,41.5502,-81.4369,3388,332.0,America/New_York,1840000612
8233,Buies Creek,Buies Creek,NC,North Carolina,35.4082,-78.7414,3388,432.0,America/New_York,1840013433
8234,Eielson AFB,Eielson AFB,AK,Alaska,64.6741,-147.0605,3388,43.0,America/Anchorage,1840037568
8235,Jewett City,Jewett City,CT,Connecticut,41.607,-71.9806,3387,1855.0,America/New_York,1840004826
8236,Blountville,Blountville,TN,Tennessee,36.533,-82.329,3387,265.0,America/New_York,1840013298
8237,Carey,Carey,OH,Ohio,40.9497,-83.3831,3386,605.0,America/New_York,1840010347
8238,Union City,Union City,IN,Indiana,40.1995,-84.8206,3385,579.0,America/New_York,1840010480
8239,Wolf Lake,Wolf Lake,MI,Michigan,43.2451,-86.1074,3382,368.0,America/Detroit,1840006865
8240,Fort Branch,Fort Branch,IN,Indiana,38.2461,-87.5734,3381,1199.0,America/Chicago,1840010796
8241,Greentown,Greentown,OH,Ohio,40.9266,-81.4015,3380,511.0,America/New_York,1840005200
8242,Lincoln,Lincoln,ID,Idaho,43.5183,-111.9692,3380,839.0,America/Boise,1840024022
8243,Jamestown,Jamestown,CA,California,37.9574,-120.411,3379,434.0,America/Los_Angeles,1840017600
8244,Waldron,Waldron,AR,Arkansas,34.9022,-94.0953,3379,231.0,America/Chicago,1840015500
8245,Sleepy Eye,Sleepy Eye,MN,Minnesota,44.299,-94.7234,3378,697.0,America/Chicago,1840008970
8246,Hanceville,Hanceville,AL,Alabama,34.0632,-86.7645,3377,297.0,America/Chicago,1840013642
8247,La Salle,La Salle,CO,Colorado,40.3484,-104.7062,3377,1361.0,America/Denver,1840021372
8248,Mount Healthy Heights,Mount Healthy Heights,OH,Ohio,39.2702,-84.5693,3376,1775.0,America/New_York,1840034389
8249,Lake Erie Beach,Lake Erie Beach,NY,New York,42.6242,-79.0786,3374,340.0,America/New_York,1840004380
8250,Tuckerton,Tuckerton,NJ,New Jersey,39.5973,-74.3306,3373,387.0,America/New_York,1840001495
8251,Hardwick,Hardwick,GA,Georgia,33.0523,-83.244,3372,267.0,America/New_York,1840013785
8252,Cleves,Cleves,OH,Ohio,39.1635,-84.7468,3371,841.0,America/New_York,1840010672
8253,Littleton Common,Littleton Common,MA,Massachusetts,42.5352,-71.4727,3370,367.0,America/New_York,1840003139
8254,Walton Park,Walton Park,NY,New York,41.3142,-74.2237,3369,421.0,America/New_York,1840004864
8255,Three Rivers,Three Rivers,OR,Oregon,43.8366,-121.4646,3368,172.0,America/Los_Angeles,1840034834
8256,Winter Beach,Winter Beach,FL,Florida,27.712,-80.4254,3368,189.0,America/New_York,1840014163
8257,Arbuckle,Arbuckle,CA,California,39.0141,-122.061,3368,738.0,America/Los_Angeles,1840017555
8258,Woodlawn,Woodlawn,OH,Ohio,39.2556,-84.471,3367,508.0,America/New_York,1840001618
8259,Westway,Westway,TX,Texas,31.9603,-106.576,3365,1131.0,America/Denver,1840019525
8260,Heyburn,Heyburn,ID,Idaho,42.5599,-113.7624,3365,497.0,America/Boise,1840020065
8261,Carthage,Carthage,NY,New York,43.9837,-75.6021,3364,535.0,America/New_York,1840004125
8262,Shannondale,Shannondale,WV,West Virginia,39.2123,-77.8105,3364,154.0,America/New_York,1840025610
8263,Corunna,Corunna,MI,Michigan,42.9837,-84.1162,3363,408.0,America/Detroit,1840003070
8264,Story City,Story City,IA,Iowa,42.1866,-93.5863,3362,472.0,America/Chicago,1840009175
8265,Hoosick Falls,Hoosick Falls,NY,New York,42.9009,-73.35,3361,812.0,America/New_York,1840004436
8266,Clyde Hill,Clyde Hill,WA,Washington,47.6304,-122.218,3360,1229.0,America/Los_Angeles,1840018413
8267,South Nyack,South Nyack,NY,New York,41.0797,-73.9127,3359,2148.0,America/New_York,1840004985
8268,Jefferson,Jefferson,OH,Ohio,41.7384,-80.7689,3359,511.0,America/New_York,1840011415
8269,Lincoln Heights,Lincoln Heights,OH,Ohio,39.2434,-84.457,3359,1745.0,America/New_York,1840003822
8270,Silver Springs,Silver Springs,FL,Florida,29.2191,-82.0558,3359,210.0,America/New_York,1840047018
8271,Enochville,Enochville,NC,North Carolina,35.5205,-80.6644,3358,289.0,America/New_York,1840013069
8272,Sonora,Sonora,TX,Texas,30.5707,-100.6423,3357,584.0,America/Chicago,1840022172
8273,Whispering Pines,Whispering Pines,NC,North Carolina,35.2537,-79.3754,3357,347.0,America/New_York,1840017853
8274,Blackstone,Blackstone,VA,Virginia,37.0822,-78.003,3356,288.0,America/New_York,1840006460
8275,Moorefield,Moorefield,WV,West Virginia,39.0675,-78.9623,3356,485.0,America/New_York,1840005904
8276,Oaklawn-Sunview,Oaklawn-Sunview,KS,Kansas,37.6084,-97.2984,3354,2412.0,America/Chicago,1840035328
8277,Flat Rock,Flat Rock,NC,North Carolina,35.2678,-82.4526,3354,159.0,America/New_York,1840017857
8278,Turnersville,Turnersville,NJ,New Jersey,39.7666,-75.0613,3353,860.0,America/New_York,1840005565
8279,Ossian,Ossian,IN,Indiana,40.877,-85.1683,3352,776.0,America/Indiana/Indianapolis,1840009376
8280,Greensboro,Greensboro,GA,Georgia,33.5687,-83.1872,3350,187.0,America/New_York,1840013744
8281,Redwood,Redwood,TX,Texas,29.81,-97.9103,3349,200.0,America/Chicago,1840019638
8282,Flagler Estates,Flagler Estates,FL,Florida,29.6441,-81.4571,3348,109.0,America/New_York,1840038863
8283,Hoopa,Hoopa,CA,California,41.0803,-123.6972,3348,63.0,America/Los_Angeles,1840010406
8284,Jefferson,Jefferson,OR,Oregon,44.7171,-123.0068,3348,1508.0,America/Los_Angeles,1840018580
8285,Sharpsburg,Sharpsburg,PA,Pennsylvania,40.494,-79.9249,3347,2675.0,America/New_York,1840001262
8286,Alamo,Alamo,GA,Georgia,32.1469,-82.7798,3345,659.0,America/New_York,1840015824
8287,Upland,Upland,PA,Pennsylvania,39.8562,-75.3796,3344,1989.0,America/New_York,1840000714
8288,Hollywood Park,Hollywood Park,TX,Texas,29.5994,-98.4841,3343,892.0,America/Chicago,1840022228
8289,Peshtigo,Peshtigo,WI,Wisconsin,45.056,-87.7471,3341,442.0,America/Chicago,1840003932
8290,Salem Heights,Salem Heights,OH,Ohio,39.0658,-84.384,3341,793.0,America/New_York,1840034161
8291,Gibson City,Gibson City,IL,Illinois,40.4665,-88.3788,3340,555.0,America/Chicago,1840029738
8292,Manila,Manila,AR,Arkansas,35.8847,-90.1652,3340,343.0,America/Chicago,1840015363
8293,Swansboro,Swansboro,NC,North Carolina,34.6957,-77.1367,3339,578.0,America/New_York,1840016532
8294,Port Angeles East,Port Angeles East,WA,Washington,48.1041,-123.3694,3339,341.0,America/Los_Angeles,1840074570
8295,La Center,La Center,WA,Washington,45.8601,-122.6756,3338,497.0,America/Los_Angeles,1840019910
8296,Reamstown,Reamstown,PA,Pennsylvania,40.2113,-76.118,3338,570.0,America/New_York,1840005488
8297,South Duxbury,South Duxbury,MA,Massachusetts,42.0203,-70.6913,3338,439.0,America/New_York,1840004684
8298,Ely,Ely,MN,Minnesota,47.9054,-91.8517,3338,440.0,America/Chicago,1840007686
8299,Eastlawn Gardens,Eastlawn Gardens,PA,Pennsylvania,40.748,-75.2913,3338,741.0,America/New_York,1840035420
8300,East Rockingham,East Rockingham,NC,North Carolina,34.9116,-79.7661,3338,376.0,America/New_York,1840013081
